purpose,installment,dti
debt_consolidation,193.83,9.3
all_other,122.76,21.54
home_improvement,231.37,19.68
debt_consolidation,160.05,15.06
educational,179.93,18.08
all_other,62.38,11.46
home_improvement,116.56,13.3
credit_card,132.24,9.29
credit_card,164.08,9.06
all_other,195.21,18.01
debt_consolidation,153.98,15.06
all_other,235.03,7.17
debt_consolidation,188.91,2.82
debt_consolidation,153.55,23.85
debt_consolidation,255.86,19.24
debt_consolidation,254.7,16.46
home_improvement,173.17,10.33
educational,209.32,24.03
all_other,253.58,5.78
all_other,188.99,17.61
credit_card,167.09,6.77
debt_consolidation,212.9,11.76
debt_consolidation,164.5,15.09
all_other,118.45,1.56
debt_consolidation,98.84,1.92
credit_card,183.42,16.98
all_other,57.85,4.51
credit_card,231.03,14.07
debt_consolidation,128.04,11.38
debt_consolidation,242.29,16.26
all_other,219.36,5.26
all_other,110.2,9.86
credit_card,254.7,21.51
credit_card,162.26,12.18
debt_consolidation,246.75,13.67
debt_consolidation,153.33,18.99
all_other,231.37,20.54
educational,109.17,2.26
credit_card,156.64,11.04
debt_consolidation,166.23,17.71
credit_card,131.6,8.32
debt_consolidation,36.48,7.1
home_improvement,149.55,5.49
credit_card,162.39,15.63
debt_consolidation,251.3,17.8
all_other,134.67,5.91
home_improvement,163.43,2.19
credit_card,151.13,10.83
debt_consolidation,129.22,20.92
all_other,335.67,20.64
home_improvement,50.61,17.64
debt_consolidation,194.71,17.91
debt_consolidation,168.28,16.29
debt_consolidation,251.3,20.58
credit_card,128.62,17.04
debt_consolidation,169.05,13.28
debt_consolidation,138.82,8.51
credit_card,258.16,21.84
debt_consolidation,133.42,23.52
all_other,252.42,17.54
debt_consolidation,82.64,23.75
all_other,99.35,1.72
all_other,168.44,8.25
credit_card,219.12,18.76
all_other,219.36,7.77
debt_consolidation,244.52,13.02
debt_consolidation,251.3,18.18
credit_card,306.68,16.64
all_other,93.14,6.39
credit_card,213.85,12.95
debt_consolidation,242.29,2.93
educational,132.21,3.45
major_purchase,96.47,15.94
all_other,236.14,9.01
major_purchase,96.03,14.82
major_purchase,235.03,9.98
debt_consolidation,233.67,16.52
all_other,32.01,9.45
all_other,176.86,0
all_other,243.38,10.24
all_other,235.03,4.96
credit_card,128.62,9.6
educational,226.14,18.91
all_other,80.77,1.55
credit_card,93.57,2.49
credit_card,206.83,10.04
debt_consolidation,250.15,1.68
home_improvement,158.14,10.62
home_improvement,192.06,8.68
credit_card,78.25,15.2
debt_consolidation,245.65,16.12
all_other,64.21,11.1
debt_consolidation,249,7.89
all_other,253.58,11.42
all_other,174.44,24.57
credit_card,245.65,21.91
credit_card,245.65,21.11
debt_consolidation,204.65,5.43
all_other,51.69,21.57
home_improvement,154.35,16.77
credit_card,167.99,11.87
credit_card,243.38,20.92
debt_consolidation,253.58,16.78
credit_card,132.84,19.48
debt_consolidation,246.75,8.92
all_other,161.53,14.34
credit_card,114.11,17.4
major_purchase,166.77,5.24
home_improvement,163.77,12.44
credit_card,39.48,21.13
debt_consolidation,113.35,6.14
debt_consolidation,213.85,11.23
debt_consolidation,126.52,11.01
credit_card,189.77,18.77
home_improvement,155.95,0.38
credit_card,149.03,10.82
debt_consolidation,401.6,17.36
all_other,233.65,8.96
debt_consolidation,241.16,13.55
all_other,246.75,3.96
all_other,163.74,1.33
debt_consolidation,142.33,7.53
all_other,201.94,4.76
all_other,249,6.06
credit_card,128.04,5.16
all_other,243.38,6.86
debt_consolidation,180.15,3.83
all_other,196.52,8.4
debt_consolidation,243.38,3.26
all_other,166.77,21.66
all_other,210.13,0.95
credit_card,244.52,13.57
credit_card,161.53,3.33
debt_consolidation,249,21.63
all_other,368.17,19.6
credit_card,184.06,14.56
home_improvement,70.05,19.92
major_purchase,175.49,2.31
debt_consolidation,192.35,16.24
educational,52.89,18.4
debt_consolidation,251.3,5.71
all_other,125.94,15.07
all_other,31.05,0.35
all_other,247.9,17.59
home_improvement,235.03,4.28
home_improvement,250.15,3.18
debt_consolidation,245.65,7.55
all_other,64.31,17.01
educational,236.14,3.74
educational,191.27,7.87
all_other,66.4,10.4
major_purchase,100.06,1.71
debt_consolidation,201.04,19.92
all_other,220.39,4.42
major_purchase,230.3,5.69
debt_consolidation,134.03,10.92
home_improvement,236.14,1.52
debt_consolidation,252.2,20.56
all_other,50.03,7.43
debt_consolidation,504.5,22.18
credit_card,183.45,20.56
educational,240.08,1.57
educational,232.63,24.22
debt_consolidation,241.16,6.74
debt_consolidation,237.21,6
debt_consolidation,48.68,13.17
debt_consolidation,253.58,13.44
educational,163.77,16.56
credit_card,232.6,18.09
debt_consolidation,96.03,5.17
educational,96.92,6.9
debt_consolidation,253.58,16.76
home_improvement,157.43,10.13
debt_consolidation,135.52,3.99
all_other,64.91,8.13
all_other,175.18,6.75
credit_card,147.39,20.81
credit_card,245.65,21.12
credit_card,192.93,12.37
credit_card,221.75,23.99
all_other,176.7,0.51
all_other,94.01,0
all_other,219.36,6.61
all_other,236.14,2.42
all_other,154.39,0
debt_consolidation,246.75,10.66
debt_consolidation,193.64,11.22
credit_card,243.97,23.54
debt_consolidation,159.23,7.98
debt_consolidation,249.9,24.63
all_other,49.98,21.51
all_other,71,10.8
major_purchase,185.76,2.68
credit_card,219.36,6.36
all_other,99.96,21.35
credit_card,246.54,10.12
home_improvement,164.36,13.53
all_other,133.9,18.72
all_other,32.88,17.96
debt_consolidation,215.62,21.97
major_purchase,219.36,10.04
debt_consolidation,224.53,11.91
debt_consolidation,255.61,18.16
all_other,247.65,13.91
all_other,168.14,23.23
credit_card,261.76,12.28
major_purchase,205.59,9.34
debt_consolidation,48.19,15.62
debt_consolidation,241.16,13.91
major_purchase,182.39,4.26
all_other,237.21,19.2
debt_consolidation,407.17,14.53
home_improvement,96.38,3.31
all_other,72.08,11.6
all_other,83.3,14.77
debt_consolidation,248.99,9.77
all_other,196.32,1.8
all_other,92.06,22.13
all_other,66.35,16.03
all_other,504.4,18.14
major_purchase,376.52,22.76
all_other,37.61,4.82
debt_consolidation,328.95,14.62
all_other,325.85,16.15
debt_consolidation,195.61,12.38
all_other,297.58,24.91
all_other,472.81,1.33
credit_card,251.64,10.81
major_purchase,181.57,5.41
credit_card,216.17,16.09
all_other,33.89,11.56
debt_consolidation,148.28,19
home_improvement,177.22,3.07
debt_consolidation,176.69,15.43
all_other,138.54,4.26
credit_card,94.46,8.34
debt_consolidation,246.57,13.16
home_improvement,66.95,3.02
debt_consolidation,39.45,22.78
debt_consolidation,110.24,1.79
credit_card,162.25,10.71
all_other,221.08,12.47
home_improvement,187.14,5.19
debt_consolidation,109.01,24.47
debt_consolidation,197.23,5.43
debt_consolidation,187.45,10.92
credit_card,134.42,16.11
debt_consolidation,116.1,19.33
all_other,75.26,8
all_other,38.56,7.13
major_purchase,175.06,20.02
debt_consolidation,260.25,19.44
credit_card,188.21,11.92
major_purchase,212.79,18.95
credit_card,236.57,11.75
debt_consolidation,173.5,7.9
all_other,165.18,11.19
home_improvement,236.68,19.25
all_other,57.83,13.44
all_other,216.23,5.13
all_other,78.72,6.58
debt_consolidation,238.13,23.03
credit_card,165.86,23.63
credit_card,226.96,8.62
all_other,65.75,13.43
all_other,138.18,12.96
credit_card,73.14,12.45
all_other,121.89,17.41
home_improvement,206.37,8.53
all_other,107.61,14.77
credit_card,168.88,14.6
major_purchase,135.39,17.9
all_other,50.38,8.5
debt_consolidation,87.91,19.77
credit_card,169.18,18.11
debt_consolidation,167.76,23.85
credit_card,264.91,10.8
all_other,44.18,20.84
debt_consolidation,201.52,14.33
all_other,76.31,15.04
major_purchase,259.08,20.4
all_other,180.76,13.88
educational,105.97,26.05
debt_consolidation,185.69,12.04
educational,216.45,20.69
credit_card,193.26,14.84
educational,50.44,13.45
all_other,113.71,9.92
all_other,110.43,0.6
debt_consolidation,185.69,18.52
all_other,109.43,5.52
major_purchase,145.78,17.63
debt_consolidation,174.74,13.64
all_other,79.97,22.36
debt_consolidation,47.23,2.53
all_other,165.77,5.06
debt_consolidation,135.41,29.42
educational,116.1,2.47
debt_consolidation,110.43,13.6
debt_consolidation,159.82,6.23
debt_consolidation,263.66,21.72
credit_card,194.82,20.29
debt_consolidation,69.39,1.2
credit_card,243.97,9.24
major_purchase,96.69,9.39
credit_card,218.6,16.86
debt_consolidation,180.76,0
debt_consolidation,141.68,13.02
all_other,174.74,4.36
all_other,139.71,4.65
debt_consolidation,167.65,14.68
debt_consolidation,158.5,20.45
credit_card,135.39,17.04
all_other,31.05,0.74
credit_card,226.78,20.95
all_other,566.36,7.93
credit_card,184.89,3.92
all_other,138.68,17.08
credit_card,236.86,20.3
all_other,64.85,9
all_other,110.7,1.71
debt_consolidation,147.24,6.17
all_other,157.33,9.62
credit_card,94.51,4.83
credit_card,191.73,24.77
home_improvement,237.21,7.44
educational,110.2,19.41
debt_consolidation,156.14,1.32
home_improvement,159.73,1.84
all_other,172.58,5.24
all_other,81.8,1.35
credit_card,80.9,13.19
credit_card,254.48,9.58
debt_consolidation,200.52,10.06
credit_card,184.95,17.31
credit_card,247.65,11.89
all_other,65.5,3.59
all_other,32.88,15.69
credit_card,92.48,13.57
all_other,219.14,6.76
debt_consolidation,156.69,10.78
all_other,124.76,10.74
all_other,242.04,15.21
debt_consolidation,129.69,10.03
debt_consolidation,245.4,7.16
credit_card,102.71,9.3
major_purchase,59.57,10.64
credit_card,136.54,10.59
credit_card,98.88,3.58
debt_consolidation,156.31,21.93
educational,146.97,13.54
all_other,99.33,0.66
debt_consolidation,243.81,16.23
debt_consolidation,163.3,21.53
all_other,172.07,20.29
debt_consolidation,243.81,9.55
all_other,245.69,24.19
all_other,238.75,4.86
home_improvement,242.71,11.99
all_other,210.1,1.84
credit_card,244.94,20.91
all_other,191,5
home_improvement,47.23,12.39
major_purchase,97.09,0.33
debt_consolidation,251.7,11.12
credit_card,156.65,6.4
all_other,338.68,1.73
major_purchase,229.2,9.35
small_business,411.97,14.16
small_business,244.62,1.18
debt_consolidation,252.85,18.21
small_business,335.76,6.41
debt_consolidation,380.76,15.21
debt_consolidation,182.06,22.08
educational,297.7,3.53
small_business,383.73,9.91
all_other,865.78,10.73
debt_consolidation,299.32,4.3
credit_card,359.74,12.96
credit_card,197.75,13.73
debt_consolidation,124.77,5.57
credit_card,861.99,9.04
credit_card,172.68,19.36
home_improvement,248.32,17.72
credit_card,598.64,19.22
all_other,536.11,10.62
debt_consolidation,236.43,11.16
credit_card,178.8,10.57
all_other,159.17,5.46
small_business,32.1,2.64
home_improvement,820.13,5.95
all_other,384.34,8.98
credit_card,256.96,11.46
credit_card,264.88,9.09
small_business,260.06,11.41
credit_card,165.55,22.49
debt_consolidation,216.38,12.09
all_other,31.19,16.9
debt_consolidation,517.87,9.06
credit_card,215.55,17.87
debt_consolidation,334.11,22.43
credit_card,233.88,7.88
home_improvement,109.17,7.57
debt_consolidation,816.43,17.68
all_other,161.81,8.21
debt_consolidation,489.88,16.01
home_improvement,215.22,2.14
all_other,200.47,17.53
debt_consolidation,202.28,24.89
all_other,313.37,6.48
all_other,81.65,12.36
all_other,203.21,16.24
debt_consolidation,489.86,13.01
all_other,177.99,6.03
debt_consolidation,595.97,17.43
debt_consolidation,275.07,9.15
small_business,501.16,5.86
debt_consolidation,325.08,22.63
debt_consolidation,329.57,19.3
all_other,197.75,3.64
small_business,329.57,21.69
major_purchase,330.08,12.92
small_business,517.2,11.56
credit_card,191.87,10.69
small_business,698.91,12.39
debt_consolidation,162.54,2.4
debt_consolidation,391.9,18.22
home_improvement,328.06,21.92
small_business,485.42,7.93
all_other,505.7,12.61
educational,134.86,12.8
debt_consolidation,674.27,7.02
debt_consolidation,329.57,7.85
debt_consolidation,496.64,22.43
educational,336.03,1.73
small_business,346.32,20.58
debt_consolidation,653.17,8.2
educational,260.61,11.5
credit_card,206.3,15.18
debt_consolidation,318.33,4.32
debt_consolidation,243.81,7.82
debt_consolidation,161.81,13.08
debt_consolidation,110.56,24.34
home_improvement,58.26,11.09
debt_consolidation,492.08,7.81
debt_consolidation,748.39,13.13
debt_consolidation,747.67,24.93
credit_card,529.75,15.31
debt_consolidation,400.93,7.4
debt_consolidation,519.47,24.8
credit_card,126.78,20.23
all_other,125.35,5.07
debt_consolidation,246.57,21.48
credit_card,261.27,13.29
small_business,346.32,8.68
major_purchase,725.31,3.33
credit_card,485.42,12.87
all_other,207.85,15.98
small_business,331.1,17.67
debt_consolidation,302.04,9.29
major_purchase,260.06,11.19
small_business,165.79,5.67
small_business,268.48,0.51
credit_card,95.5,3.03
all_other,103.56,4.95
debt_consolidation,410.08,10.11
home_improvement,79.1,12.43
debt_consolidation,331.1,8.8
credit_card,559.63,24.75
all_other,49.44,7.22
small_business,869.7,15.56
debt_consolidation,262.45,8.64
credit_card,217.72,24.03
all_other,344.71,1.94
debt_consolidation,440.89,11.52
debt_consolidation,620.51,14.34
small_business,326.57,13.97
debt_consolidation,503.39,24.94
debt_consolidation,307.56,10.71
home_improvement,411.89,20.87
debt_consolidation,515.74,3.22
all_other,222.83,21.65
debt_consolidation,274.59,23.27
small_business,411.67,3.83
small_business,823.93,13.86
debt_consolidation,269.71,5.7
educational,185.43,11.73
debt_consolidation,313.37,20.25
all_other,308.63,14.33
educational,34.33,15.04
all_other,185.43,5.02
debt_consolidation,556.61,11.48
debt_consolidation,293.93,17.86
debt_consolidation,232.81,9.8
all_other,335.6,22.53
all_other,98.42,4.54
debt_consolidation,340.18,12.54
all_other,184.56,8.28
debt_consolidation,195.05,14.36
credit_card,49.67,7.68
credit_card,273.55,15.5
all_other,174.73,19.8
debt_consolidation,78.38,17.62
educational,267.29,0.6
credit_card,293.65,20.12
debt_consolidation,854.32,19.76
all_other,156.69,4.28
educational,275.57,11.88
all_other,329.57,4.43
debt_consolidation,340.88,4.15
all_other,267.29,6.38
all_other,150.42,17.81
credit_card,60.14,19.24
debt_consolidation,255.88,20.46
home_improvement,512.6,5.38
debt_consolidation,467.99,15.83
all_other,136.08,14
small_business,187.14,24.15
credit_card,685.83,14.38
debt_consolidation,244.62,2.72
debt_consolidation,318.33,9.62
all_other,196.84,22.41
all_other,52.26,5.36
small_business,524.89,2.5
all_other,231.77,16.85
all_other,508.84,13.44
all_other,244.94,14.59
credit_card,78.38,15.75
credit_card,167.06,23.88
all_other,170.09,16.29
credit_card,475.68,21.8
debt_consolidation,134.24,3.98
home_improvement,242.42,11.77
credit_card,93.57,3.97
debt_consolidation,711.22,10.74
debt_consolidation,662.19,15.42
all_other,240.05,5.04
small_business,425.3,8.93
debt_consolidation,222.13,13.81
debt_consolidation,682.74,24.94
all_other,458.46,5.84
debt_consolidation,249.43,19.73
small_business,338.68,7.24
home_improvement,142.59,5.58
all_other,93.57,19.33
all_other,318.33,9.79
major_purchase,198.66,10.6
debt_consolidation,260.06,23.46
debt_consolidation,410.08,12.14
all_other,314.51,0
debt_consolidation,278.85,19.54
all_other,101.61,17.46
debt_consolidation,152.8,14.6
credit_card,430.92,12.63
debt_consolidation,399.09,11.04
small_business,303.45,6.48
credit_card,748.39,22.08
credit_card,614.76,14.38
debt_consolidation,496.55,9.94
educational,48.77,12.94
debt_consolidation,59.33,18.42
debt_consolidation,876.36,19.8
debt_consolidation,161.81,11.09
small_business,164.79,13.09
educational,77.67,0.86
small_business,332.58,15.01
all_other,197.75,4.34
debt_consolidation,494.36,11.58
home_improvement,217.72,16.35
debt_consolidation,211.54,14.91
debt_consolidation,201.36,3.08
educational,346.32,12.85
debt_consolidation,173.11,21.12
credit_card,458.39,1.5
all_other,351.75,0
home_improvement,491.37,20.67
small_business,177.97,24.77
debt_consolidation,674.27,8.87
debt_consolidation,340.18,10.51
all_other,199.55,18.06
home_improvement,93.14,8.95
small_business,846.7,16.62
debt_consolidation,83.12,21.55
small_business,381.48,0.26
debt_consolidation,212.28,24.43
debt_consolidation,273.39,11.98
small_business,121.95,22.97
debt_consolidation,419.35,12.5
home_improvement,382.78,3.91
debt_consolidation,170.38,3.02
small_business,374.76,8.42
credit_card,146.97,8.66
credit_card,330.09,14.37
credit_card,391.9,17.82
debt_consolidation,432.35,11.16
small_business,93.57,11.9
debt_consolidation,526.47,17.14
small_business,194.17,3.56
debt_consolidation,175.88,5.36
debt_consolidation,334.11,10.35
debt_consolidation,323.62,16.22
educational,82.02,20.15
credit_card,668.21,10.92
debt_consolidation,535.92,19.83
debt_consolidation,191.87,14.72
